#{"t_start": 1700739269.430358, "env_id": "None"}
r,l,t
5133.510273,1001,6436.578149
5490.47344,1001,6471.499831
5394.116183,1001,6502.216771
1396.62732,255,6510.412859
5375.135657,1001,6541.352176
5837.067241,1001,6570.461952
1569.987766,270,6578.309608
5540.87608,1001,6605.562118
3791.764623,678,6624.176351
5678.367608,1001,6651.474331
5867.309235,1001,6678.741035
5602.121505,1001,6705.905915
5944.649754,1001,6733.008211
5783.816141,1001,6760.403991
5772.81319,1001,6787.867692
5704.938545,1001,6815.38114
5692.604486,1001,6842.954767
5785.828338,1001,6870.385448
5771.955904,1001,6897.361131
4087.386045,730,6917.410534
5781.416251,1001,6944.53792
5579.230042,1001,6972.009822
5788.41647,1001,6999.312944
5502.915508,1001,7026.959526
5229.733933,1001,7058.192139
5671.834044,1001,7085.712414
5834.151007,1001,7113.333776
5824.966591,1001,7140.457792
5721.944743,1001,7168.648476
5480.993785,1001,7195.916755
5644.575426,1001,7223.038248
5918.195529,1001,7250.612834
5369.757336,1001,7277.91605
5501.014374,1001,7305.161646
3799.126687,685,7323.798687
4797.719439,882,7347.79183
5337.033994,926,7373.510413
5202.35933,1001,7400.786385
5843.074999,1001,7428.046911
5563.600234,1001,7455.431688
3015.384032,561,7470.799604
5205.327429,1001,7497.880219
5558.051682,1001,7524.986768
5719.233163,1001,7552.113234
5982.308929,1001,7579.544925
6050.827374,1001,7606.654478
4236.239091,842,7629.395676
5473.280542,1001,7660.119941
5640.853917,1001,7687.713209
5714.031858,1001,7715.00027
3298.488977,610,7731.880134
5691.283298,1001,7759.312889
5553.819623,1001,7786.648631
3301.427747,688,7805.63318
5632.704638,1001,7832.814513
5497.137858,1001,7860.231802
5740.434511,1001,7887.139858
5854.749236,1001,7914.477846
5698.738325,1001,7941.389968
5760.46873,1001,7968.724911
1575.538301,336,7978.092865
5740.509217,1001,8005.076797
5793.79813,1001,8032.369812
5791.415814,1001,8059.635902
5158.212248,1001,8086.88162
5772.463523,1001,8115.29265
6069.094285,1001,8145.232112
6000.699542,1001,8182.328958
5815.238377,1001,8228.386842
6083.063059,1001,8258.874367
6147.803875,1001,8286.497526
4675.073746,1001,8313.832039
5596.48117,1001,8340.932655
4437.195649,776,9775.081635
6123.257201,1001,9822.776481
6116.397276,1001,9877.183814
6106.126267,1001,9910.595044
6251.231329,1001,9937.799392
5701.487362,1001,9964.994727
5973.706336,982,9992.015167
5217.968602,1001,10019.559489
5115.909498,1001,10046.966513
4945.683817,900,10072.546924
3284.356559,595,10090.205046
6083.250044,1001,10120.988515
5042.075828,1001,10151.059061
3582.804637,640,10168.984877
1539.804705,336,10178.330864
4658.149836,903,10203.182369
5127.022371,1001,10236.831836
6572.672852,1001,10269.554402
6516.263363,1001,10297.458895
6077.943615,1001,10325.161306
5170.583731,1001,10352.946301
4944.240379,1001,10380.556342
6187.468738,1001,10408.245398
1999.722778,347,10418.402586
2677.329693,533,10433.784463
2909.622155,622,10451.194083
5632.560931,1001,10479.09252
2901.09133,487,10492.879841
4033.971319,719,10512.925235
6509.180179,1001,10540.978343
1351.322961,247,10548.291097
942.341232,158,10552.976923
6590.96244,1001,10580.9951
6442.22763,1001,10617.120201
5315.239665,1001,10650.436557
5575.010173,1001,10680.627134
6497.767017,1001,10708.97203
6302.207547,1001,10736.886432
6381.357557,1001,10766.028438
6410.258155,1001,10794.374682
6069.11859,1001,10822.31343
6268.603945,1001,10854.260586
6615.384784,1001,10882.620851
6205.345623,1001,10909.647429
6091.091121,1001,10943.570941
6247.767411,1001,10971.671857
6510.327266,1001,10999.690236
6360.691616,1001,11027.48295
6456.190724,1001,11055.387753
6424.882021,1001,11083.129485
6040.443598,1001,11112.417571
6144.853494,1001,11145.013857
